unique_task_id,source_row,task_ref,project_id,task_group,task_type,to_package,association,cause,created_date,created_year,created_month,created_weekday,description_length,has_images,has_comments,has_documents,overdue_label,days_since_dataset_start,urgency_level,safety_classification,task_type_original
1330_T121399.433,5254,T121399.433,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-14,2020,7,Tuesday,22,1,0,0,0,480,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.432,5255,T121399.432,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-14,2020,7,Tuesday,22,1,0,0,0,480,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.431,5256,T121399.431,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-14,2020,7,Tuesday,22,1,0,0,0,480,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.430,5257,T121399.430,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-14,2020,7,Tuesday,22,1,0,0,0,480,Not Specified,Not Applicable,JPC - Works To Go
1330_T92044.311,5258,T92044.311,1330,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-14,2020,7,Tuesday,119,1,1,0,0,480,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T121399.429,5259,T121399.429,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-14,2020,7,Tuesday,11,1,0,0,0,480,Not Specified,Not Applicable,JPC - Works To Go
1330_T114176.106,5260,T114176.106,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Environmental,2020-07-13,2020,7,Monday,38,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.105,5261,T114176.105,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-13,2020,7,Monday,88,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.104,5262,T114176.104,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Plant & Equipment,2020-07-13,2020,7,Monday,74,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.103,5263,T114176.103,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-13,2020,7,Monday,69,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.102,5264,T114176.102,1330,Safety,Safety Notice (Green) - Good Observation,Painting,FormAnswer,JPC - Safety - Scaffolding,2020-07-13,2020,7,Monday,53,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.101,5265,T114176.101,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Storage,2020-07-13,2020,7,Monday,63,1,0,0,0,479,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1330_T114176.100,5266,T114176.100,1330,Safety,Safety Notice (Amber) - General Issue,Construction Management,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-13,2020,7,Monday,42,1,0,0,0,479,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1330_T124251.137,5267,T124251.137,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Access,2020-07-13,2020,7,Monday,36,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T124251.136,5268,T124251.136,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-13,2020,7,Monday,20,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T92044.310,5269,T92044.310,1330,Site Management,JPC - Works To Go,Internal Partitions & Ceilings,Not Specified,Not Specified,2020-07-13,2020,7,Monday,96,1,0,0,1,479,Not Specified,Not Applicable,JPC - Works To Go
1330_T92044.309,5270,T92044.309,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-13,2020,7,Monday,12,1,0,0,1,479,Not Specified,Not Applicable,JPC - Works To Go
1330_T124251.135,5271,T124251.135,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - PPE,2020-07-13,2020,7,Monday,59,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T124251.134,5272,T124251.134,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Working At Height,2020-07-13,2020,7,Monday,38,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T124251.133,5273,T124251.133,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - WAH Equipment,2020-07-13,2020,7,Monday,27,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T124251.132,5274,T124251.132,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Working At Height,2020-07-13,2020,7,Monday,31,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T124251.131,5275,T124251.131,1330,Safety,Safety Notice (Green) - Good Observation,Resin Flooring,FormAnswer,JPC - Safety - House Keeping,2020-07-13,2020,7,Monday,65,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T124251.130,5276,T124251.130,1330,Safety,Safety Notice (Green) - Good Observation,Scaffolding,FormAnswer,JPC - Safety - WAH Equipment,2020-07-13,2020,7,Monday,29,1,0,0,0,479,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T1.22901300,5277,T1.22901300,1330,Design Team,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-13,2020,7,Monday,103,0,0,0,1,479,Not Specified,Not Applicable,Design Team - Works To Go
1330_T1.22901299,5278,T1.22901299,1330,Design Team,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-13,2020,7,Monday,44,0,0,0,1,479,Not Specified,Not Applicable,Design Team - Works To Go
1330_T1.22901294,5279,T1.22901294,1330,Design Team,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-13,2020,7,Monday,117,0,0,0,1,479,Not Specified,Not Applicable,Design Team - Works To Go
1330_T86424.594,5280,T86424.594,1330,Quality,JPC - Quality Snag (aesthetic),Steel Handrails,Not Specified,JPC - Quality - Workmanship,2020-07-13,2020,7,Monday,27,1,0,0,0,479,High,Not Applicable,JPC - Quality Snag (aesthetic)
1330_T86424.593,5281,T86424.593,1330,Quality,JPC - Quality Snag (aesthetic),Internal Partitions & Ceilings,Not Specified,JPC - Quality - Workmanship,2020-07-13,2020,7,Monday,33,1,0,0,0,479,High,Not Applicable,JPC - Quality Snag (aesthetic)
1330_T131515.97,5282,T131515.97,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-10,2020,7,Friday,149,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.96,5283,T131515.96,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-10,2020,7,Friday,96,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.95,5284,T131515.95,1330,Safety,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,JPC - Safety - Scaffolding,2020-07-10,2020,7,Friday,130,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.94,5285,T131515.94,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Plant & People Interface,2020-07-10,2020,7,Friday,114,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.93,5286,T131515.93,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Plant & Equipment,2020-07-10,2020,7,Friday,131,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.92,5287,T131515.92,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2020-07-10,2020,7,Friday,62,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.91,5288,T131515.91,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Documentation,2020-07-10,2020,7,Friday,56,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.90,5289,T131515.90,1330,Safety,Safety Notice (Amber) - General Issue,Steel Handrails,FormAnswer,JPC - Safety - Electrical,2020-07-10,2020,7,Friday,115,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.89,5290,T131515.89,1330,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2020-07-10,2020,7,Friday,277,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.88,5291,T131515.88,1330,Safety,Safety Notice (Amber) - General Issue,Secondary Steel,FormAnswer,JPC - Safety - WAH Equipment,2020-07-10,2020,7,Friday,113,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.87,5292,T131515.87,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-10,2020,7,Friday,97,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.86,5293,T131515.86,1330,Safety,Safety Notice (Green) - Good Observation,Resin Flooring,FormAnswer,JPC - Safety - Storage,2020-07-10,2020,7,Friday,99,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.85,5294,T131515.85,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Documentation,2020-07-10,2020,7,Friday,116,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.84,5295,T131515.84,1330,Safety,Safety Notice (Green) - Good Observation,Painting,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-10,2020,7,Friday,61,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.83,5296,T131515.83,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - House Keeping,2020-07-10,2020,7,Friday,79,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.82,5297,T131515.82,1330,Safety,Safety Notice (Green) - Good Observation,Resin Flooring,FormAnswer,JPC - Safety - Electrical,2020-07-10,2020,7,Friday,137,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.81,5298,T131515.81,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,Not Specified,JPC - Safety - House Keeping,2020-07-10,2020,7,Friday,74,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.80,5299,T131515.80,1330,Safety,Safety Notice (Amber) - General Issue,Fireseal,FormAnswer,JPC - Safety - House Keeping,2020-07-10,2020,7,Friday,66,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.79,5300,T131515.79,1330,Safety,Safety Notice (Amber) - General Issue,Secondary Steel,FormAnswer,JPC - Safety - Temporary Works,2020-07-10,2020,7,Friday,175,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T131515.78,5301,T131515.78,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - House Keeping,2020-07-10,2020,7,Friday,62,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.77,5302,T131515.77,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Documentation,2020-07-10,2020,7,Friday,152,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.76,5303,T131515.76,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - WAH Equipment,2020-07-10,2020,7,Friday,55,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.75,5304,T131515.75,1330,Safety,Safety Notice (Green) - Good Observation,Concrete,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-10,2020,7,Friday,83,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.74,5305,T131515.74,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Working At Height,2020-07-10,2020,7,Friday,102,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.73,5306,T131515.73,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - House Keeping,2020-07-10,2020,7,Friday,73,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T131515.72,5307,T131515.72,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Access,2020-07-10,2020,7,Friday,110,1,0,0,0,476,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T121399.428,5308,T121399.428,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Quality - Management,2020-07-09,2020,7,Thursday,22,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T121399.427,5309,T121399.427,1330,Safety,Safety Notice (Amber) - General Issue,Construction Management,FormAnswer,JPC - Quality - Materials,2020-07-09,2020,7,Thursday,44,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T121399.426,5310,T121399.426,1330,Safety,Safety Notice (Amber) - General Issue,Resin Flooring,FormAnswer,JPC - Quality - Information,2020-07-09,2020,7,Thursday,25,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T121399.425,5311,T121399.425,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Quality - Information,2020-07-09,2020,7,Thursday,32,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T121399.424,5312,T121399.424,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Quality - Information,2020-07-09,2020,7,Thursday,14,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T121399.423,5313,T121399.423,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Access,2020-07-09,2020,7,Thursday,38,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T121399.422,5314,T121399.422,1330,Site Management,JPC - Works To Go,Internal Partitions & Ceilings,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,16,0,0,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.421,5315,T121399.421,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,0,0,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.420,5316,T121399.420,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.419,5317,T121399.419,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.418,5318,T121399.418,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.417,5319,T121399.417,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.416,5320,T121399.416,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.415,5321,T121399.415,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.592,5322,T86424.592,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,19,1,0,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.414,5323,T121399.414,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.413,5324,T121399.413,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,0,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.412,5325,T121399.412,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.411,5326,T121399.411,1330,Site Management,JPC - Works To Go,Construction Management,Not Specified,Not Specified,2020-07-09,2020,7,Thursday,14,1,1,0,0,475,Not Specified,Not Applicable,JPC - Works To Go
1330_T121399.410,5327,T121399.410,1330,Safety,Safety Notice (Amber) - General Issue,Resin Flooring,FormAnswer,JPC - Quality - Materials,2020-07-09,2020,7,Thursday,25,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T121399.409,5328,T121399.409,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Quality - Information,2020-07-09,2020,7,Thursday,16,1,0,0,0,475,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.591,5329,T86424.591,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,31,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.590,5330,T86424.590,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,25,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.589,5331,T86424.589,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,25,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.588,5332,T86424.588,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,25,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.587,5333,T86424.587,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,25,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.586,5334,T86424.586,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,16,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.585,5335,T86424.585,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,16,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.584,5336,T86424.584,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,19,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.583,5337,T86424.583,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,19,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.582,5338,T86424.582,1330,Site Management,JPC - Works To Go,Main Contractor,Not Specified,Not Specified,2020-07-08,2020,7,Wednesday,19,1,0,0,0,474,Not Specified,Not Applicable,JPC - Works To Go
1330_T86424.581,5339,T86424.581,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-08,2020,7,Wednesday,40,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.580,5340,T86424.580,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Quality - Workmanship,2020-07-08,2020,7,Wednesday,76,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.579,5341,T86424.579,1330,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,48,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.578,5342,T86424.578,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,31,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.577,5343,T86424.577,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,60,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.576,5344,T86424.576,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Working At Height,2020-07-08,2020,7,Wednesday,34,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.575,5345,T86424.575,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,29,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.574,5346,T86424.574,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - WAH Equipment,2020-07-08,2020,7,Wednesday,33,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.573,5347,T86424.573,1330,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,34,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T86424.572,5348,T86424.572,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - House Keeping,2020-07-08,2020,7,Wednesday,39,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.571,5349,T86424.571,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Access,2020-07-08,2020,7,Wednesday,29,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.570,5350,T86424.570,1330,Safety,Safety Notice (Green) - Good Observation,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-08,2020,7,Wednesday,22,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.569,5351,T86424.569,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-08,2020,7,Wednesday,32,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.568,5352,T86424.568,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-08,2020,7,Wednesday,40,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T86424.567,5353,T86424.567,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-08,2020,7,Wednesday,43,1,0,0,0,474,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T109023.151,5354,T109023.151,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2020-07-07,2020,7,Tuesday,33,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T109023.150,5355,T109023.150,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Access,2020-07-07,2020,7,Tuesday,31,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T92044.308,5356,T92044.308,1330,Safety,Safety Notice (Amber) - General Issue,Groundworks & Drainage,FormAnswer,JPC - Safety - Documentation,2020-07-07,2020,7,Tuesday,81,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T92044.307,5357,T92044.307,1330,Safety,Safety Notice (Amber) - General Issue,Groundworks & Drainage,FormAnswer,JPC - Safety - House Keeping,2020-07-07,2020,7,Tuesday,17,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T92044.306,5358,T92044.306,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - WAH Equipment,2020-07-07,2020,7,Tuesday,67,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T92044.305,5359,T92044.305,1330,Safety,Safety Notice (Amber) - General Issue,Internal Partitions & Ceilings,FormAnswer,JPC - Safety - Documentation,2020-07-07,2020,7,Tuesday,50,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T92044.304,5360,T92044.304,1330,Safety,Safety Notice (Green) - Good Observation,Groundworks & Drainage,FormAnswer,JPC - Safety - Access,2020-07-07,2020,7,Tuesday,26,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T92044.303,5361,T92044.303,1330,Safety,Safety Notice (Amber) - General Issue,Construction Management,FormAnswer,JPC - Safety - Exclusion Zones,2020-07-07,2020,7,Tuesday,49,1,0,0,0,473,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1330_T114176.99,5362,T114176.99,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - WAH Equipment,2020-07-06,2020,7,Monday,31,1,0,0,0,472,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.98,5363,T114176.98,1330,Safety,Safety Notice (Green) - Good Observation,Main Contractor,Not Specified,JPC - Safety - WAH Equipment,2020-07-06,2020,7,Monday,31,1,0,0,0,472,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1330_T114176.97,5364,T114176.97,1330,Safety,Safety Notice (Green) - Good Observation,Construction Management,FormAnswer,JPC - Safety - Welfare Facilities,2020-07-06,2020,7,Monday,69,1,0,0,0,472,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
